States/UTs,Crime_Head,Count,Year,Main_Category,Month,Time_of_Day,District,Latitude,Longitude,Victim_Age,Victim_Age_Group,Victim_Caste_Category,Marital_Status,Perpetrator_Relationship,Victim_Occupation,Victim_Education_Level
Sikkim,RAPE,24,2007,Rape-related,December,Evening,Madurai,10.75046567,94.83507479,20,18-30,OBC,Married,Relative,Student,Unknown
Tamil Nadu,RAPE,523,2007,Rape-related,November,Afternoon,Coimbatore,36.26020128,71.50563106,20,18-30,OBC,Married,Relative,Student,Postgraduate
Tripura,RAPE,157,2007,Rape-related,September,Night,Warangal,27.24316628,77.93234114,36,31-50,OBC,Married,Husband,Labourer,Secondary
Uttar Pradesh,RAPE,1648,2007,Rape-related,February,Evening,Mysuru,18.24913512,95.34220202,21,18-30,OBC,Married,Husband,Student,Secondary
Uttarakhand,RAPE,117,2007,Rape-related,November,Morning,Chandigarh,17.12782782,74.31301363,19,18-30,General,Unmarried,Relative,Student,Secondary
West Bengal,RAPE,2106,2007,Rape-related,November,Night,Warangal,8.55517001,76.50992831,20,18-30,OBC,Married,Husband,Student,Secondary
A&N Islands,RAPE,3,2007,Rape-related,July,Morning,Chandigarh,8.955627618,75.90059598,20,18-30,General,Unmarried,Acquaintance,Housewife,Secondary
Chandigarh,RAPE,22,2007,Rape-related,September,Afternoon,Coimbatore,19.54236257,80.88251544,16,<18,OBC,Unmarried,Unknown,Student,Primary
D&N Haveli,RAPE,7,2007,Rape-related,June,Morning,Amritsar,26.19530621,81.05771441,20,18-30,SC,Married,Neighbor,Student,Graduate
Daman & Diu,RAPE,1,2007,Rape-related,January,Evening,Bengaluru,14.11395906,82.98214373,46,31-50,SC,Married,Unknown,Housewife,Primary
Delhi UT,RAPE,598,2007,Rape-related,June,Morning,Jalandhar,27.52641941,77.30229055,20,18-30,SC,Widowed,Neighbor,Student,Secondary
Lakshadweep,RAPE,1,2007,Rape-related,May,Night,Lucknow,13.42438873,87.12460518,20,18-30,OBC,Married,Husband,Student,Unknown
Puducherry,RAPE,9,2007,Rape-related,March,Afternoon,Nagpur,23.83442997,71.83110432,42,31-50,ST,Married,Husband,Unemployed,Secondary
All India,RAPE,20737,2007,Rape-related,April,Night,Nashik,24.16592389,72.99916428,20,18-30,OBC,Widowed,Stranger,Student,Primary
Andhra Pradesh,KIDNAPPING & ABDUCTION,1564,2007,Kidnapping & Abduction,June,Evening,Bhubaneswar,15.75007978,88.66734073,25,18-30,SC,Married,Neighbor,Student,Secondary
Arunachal Pradesh,KIDNAPPING & ABDUCTION,44,2007,Kidnapping & Abduction,August,Morning,Mysuru,29.10181693,93.46605264,44,31-50,SC,Divorced,Relative,Housewife,Secondary
Assam,KIDNAPPING & ABDUCTION,1471,2007,Kidnapping & Abduction,April,Evening,Aligarh,24.74621169,72.59314191,36,31-50,General,Married,Relative,Housewife,Primary
Bihar,KIDNAPPING & ABDUCTION,1260,2007,Kidnapping & Abduction,April,Morning,Chennai,19.75327225,68.67064788,43,31-50,SC,Married,Husband,Working Professional,Unknown
Chhattisgarh,KIDNAPPING & ABDUCTION,181,2007,Kidnapping & Abduction,March,Afternoon,Vijayawada,28.35016282,75.54889437,24,18-30,OBC,Unmarried,Husband,Student,Unknown
Goa,KIDNAPPING & ABDUCTION,7,2007,Kidnapping & Abduction,March,Afternoon,Amritsar,33.60564085,81.89286179,35,31-50,ST,Married,Husband,Unknown,Graduate
Gujarat,KIDNAPPING & ABDUCTION,1089,2007,Kidnapping & Abduction,February,Evening,Vijayawada,29.31012807,70.35324501,37,31-50,SC,Widowed,Husband,Housewife,Primary
Haryana,KIDNAPPING & ABDUCTION,554,2007,Kidnapping & Abduction,May,Afternoon,Mysuru,21.13703508,87.24176061,57,51+,ST,Widowed,Husband,Unknown,Secondary
Himachal Pradesh,KIDNAPPING & ABDUCTION,150,2007,Kidnapping & Abduction,February,Morning,Kalaburagi,19.65393159,82.54353013,20,18-30,OBC,Married,Acquaintance,Student,Primary
Jammu & Kashmir,KIDNAPPING & ABDUCTION,707,2007,Kidnapping & Abduction,September,Morning,Jaipur,30.34944322,90.53018583,39,31-50,OBC,Married,Husband,Housewife,Primary
Jharkhand,KIDNAPPING & ABDUCTION,534,2007,Kidnapping & Abduction,September,Night,Amritsar,33.92794042,72.76540487,15,<18,OBC,Unmarried,Relative,Student,Secondary
Karnataka,KIDNAPPING & ABDUCTION,390,2007,Kidnapping & Abduction,December,Morning,Kalaburagi,9.491660575,79.93873873,57,51+,OBC,Widowed,Relative,Housewife,Primary
Kerala,KIDNAPPING & ABDUCTION,177,2007,Kidnapping & Abduction,September,Night,Ranchi,23.00606735,88.53046425,60,51+,ST,Widowed,Husband,Housewife,Secondary
Madhya Pradesh,KIDNAPPING & ABDUCTION,701,2007,Kidnapping & Abduction,January,Afternoon,Chandigarh,33.63244155,88.47423462,20,18-30,OBC,Married,Husband,Unemployed,Graduate
Maharashtra,KIDNAPPING & ABDUCTION,967,2007,Kidnapping & Abduction,November,Night,Mysuru,20.90797852,86.39437165,54,51+,OBC,Widowed,Relative,Housewife,Secondary
Manipur,KIDNAPPING & ABDUCTION,83,2007,Kidnapping & Abduction,June,Evening,Nashik,9.994762975,93.95603927,19,18-30,Unknown,Married,Stranger,Student,Unknown
Meghalaya,KIDNAPPING & ABDUCTION,22,2007,Kidnapping & Abduction,October,Morning,Nagpur,9.595156,82.80642595,44,31-50,General,Married,Husband,Working Professional,Graduate
Mizoram,KIDNAPPING & ABDUCTION,0,2007,Kidnapping & Abduction,March,Evening,Nashik,34.04396047,91.93680224,46,31-50,OBC,Married,Unknown,Housewife,Primary
Nagaland,KIDNAPPING & ABDUCTION,6,2007,Kidnapping & Abduction,October,Night,Jalandhar,8.29758803,82.01418111,47,31-50,SC,Married,Relative,Housewife,Primary
Odisha,KIDNAPPING & ABDUCTION,660,2007,Kidnapping & Abduction,July,Afternoon,Mysuru,29.43943327,73.97483998,57,51+,SC,Widowed,Husband,Unemployed,Postgraduate
Punjab,KIDNAPPING & ABDUCTION,545,2007,Kidnapping & Abduction,March,Night,Kolkata,12.35451797,91.58946337,50,31-50,SC,Married,Acquaintance,Housewife,Graduate
Rajasthan,KIDNAPPING & ABDUCTION,1694,2007,Kidnapping & Abduction,March,Evening,Coimbatore,33.47767073,87.20030373,33,31-50,General,Divorced,Husband,Working Professional,Secondary
Sikkim,KIDNAPPING & ABDUCTION,9,2007,Kidnapping & Abduction,March,Night,Chennai,31.64843139,80.85425252,50,31-50,OBC,Divorced,Relative,Working Professional,Secondary
Tamil Nadu,KIDNAPPING & ABDUCTION,1097,2007,Kidnapping & Abduction,December,Evening,Aligarh,16.83493508,83.66032163,25,18-30,OBC,Unmarried,Husband,Student,Secondary
Tripura,KIDNAPPING & ABDUCTION,81,2007,Kidnapping & Abduction,October,Morning,Udaipur,24.44294817,96.31963121,59,51+,SC,Widowed,Husband,Housewife,Graduate
Uttar Pradesh,KIDNAPPING & ABDUCTION,3363,2007,Kidnapping & Abduction,March,Evening,Ludhiana,18.31644249,90.19547399,20,18-30,SC,Married,Relative,Student,Secondary
Uttarakhand,KIDNAPPING & ABDUCTION,227,2007,Kidnapping & Abduction,December,Evening,Kalaburagi,16.29443224,75.50683266,20,18-30,OBC,Unmarried,Unknown,Student,Graduate
West Bengal,KIDNAPPING & ABDUCTION,1590,2007,Kidnapping & Abduction,August,Evening,Nashik,25.17216101,69.22985484,20,18-30,General,Married,Acquaintance,Student,Unknown
A&N Islands,KIDNAPPING & ABDUCTION,9,2007,Kidnapping & Abduction,January,Evening,Ludhiana,14.05547647,91.77734884,25,18-30,General,Unmarried,Relative,Unemployed,Graduate
Chandigarh,KIDNAPPING & ABDUCTION,46,2007,Kidnapping & Abduction,July,Night,Agra,28.35620249,68.5581897,60,51+,OBC,Widowed,Husband,Working Professional,Secondary
D&N Haveli,KIDNAPPING & ABDUCTION,6,2007,Kidnapping & Abduction,June,Morning,Coimbatore,22.08721422,83.37452528,64,51+,General,Widowed,Husband,Housewife,Unknown
Daman & Diu,KIDNAPPING & ABDUCTION,1,2007,Kidnapping & Abduction,November,Afternoon,Vijayawada,12.04595006,96.15468922,30,18-30,ST,Unmarried,Neighbor,Unemployed,Primary
Delhi UT,KIDNAPPING & ABDUCTION,1167,2007,Kidnapping & Abduction,December,Night,Raipur,30.02755548,73.62769383,24,18-30,Unknown,Married,Relative,Student,Secondary
Lakshadweep,KIDNAPPING & ABDUCTION,0,2007,Kidnapping & Abduction,April,Night,Bhubaneswar,28.46271634,82.2305642,45,31-50,OBC,Married,Acquaintance,Working Professional,Graduate
Puducherry,KIDNAPPING & ABDUCTION,14,2007,Kidnapping & Abduction,August,Night,Howrah,33.79364443,75.10122635,49,31-50,Unknown,Married,Acquaintance,Labourer,Primary
ALL INDIA K&A,KIDNAPPING & ABDUCTION,20416,2007,Kidnapping & Abduction,October,Evening,Ranchi,13.83748862,86.30606149,42,31-50,OBC,Divorced,Husband,Housewife,Graduate
Andhra Pradesh,DOWRY DEATH,613,2007,Dowry-related,May,Afternoon,Thiruvananthapuram,8.690879124,84.94064204,20,18-30,OBC,Married,Husband,Student,Secondary
Arunachal Pradesh,DOWRY DEATH,0,2007,Dowry-related,December,Night,Jaipur,18.61280082,85.88740681,56,51+,OBC,Married,Relative,Unknown,Secondary
Assam,DOWRY DEATH,100,2007,Dowry-related,August,Night,Visakhapatnam,27.58618664,95.68992216,47,31-50,SC,Married,Acquaintance,Working Professional,Unknown
Bihar,DOWRY DEATH,1172,2007,Dowry-related,April,Afternoon,Nashik,33.13986654,75.29752737,46,31-50,General,Married,Acquaintance,Unemployed,Secondary
Chhattisgarh,DOWRY DEATH,100,2007,Dowry-related,September,Morning,Ludhiana,13.19071716,96.51334072,39,31-50,OBC,Married,Stranger,Unemployed,Secondary
Goa,DOWRY DEATH,2,2007,Dowry-related,April,Afternoon,Raipur,30.4460265,71.06696354,43,31-50,ST,Married,Relative,Housewife,Graduate
Gujarat,DOWRY DEATH,42,2007,Dowry-related,May,Afternoon,Hyderabad,24.35445233,76.42067455,64,51+,OBC,Widowed,Relative,Housewife,Primary
Haryana,DOWRY DEATH,269,2007,Dowry-related,August,Evening,Bhubaneswar,28.85405833,71.32370379,20,18-30,OBC,Married,Acquaintance,Student,Postgraduate
Himachal Pradesh,DOWRY DEATH,8,2007,Dowry-related,April,Night,Vijayawada,12.91374374,88.63538358,20,18-30,OBC,Widowed,Relative,Student,Graduate
Jammu & Kashmir,DOWRY DEATH,9,2007,Dowry-related,June,Evening,Kolkata,9.633743814,86.68347318,20,18-30,ST,Married,Acquaintance,Student,Secondary
Jharkhand,DOWRY DEATH,303,2007,Dowry-related,November,Morning,Dhanbad,17.43457309,80.00025548,20,18-30,SC,Widowed,Husband,Student,Secondary
Karnataka,DOWRY DEATH,251,2007,Dowry-related,October,Night,Jaipur,33.95225532,82.18692445,28,18-30,SC,Unmarried,Relative,Working Professional,Primary
Kerala,DOWRY DEATH,27,2007,Dowry-related,August,Morning,Bhubaneswar,26.92674875,71.04158991,43,31-50,OBC,Divorced,Relative,Housewife,Secondary
Madhya Pradesh,DOWRY DEATH,742,2007,Dowry-related,August,Morning,Ranchi,26.2107437,84.75000977,17,<18,OBC,Unmarried,Neighbor,Student,Secondary
Maharashtra,DOWRY DEATH,436,2007,Dowry-related,May,Night,Jodhpur,14.90537225,68.5366834,20,18-30,General,Widowed,Husband,Student,Primary
Manipur,DOWRY DEATH,0,2007,Dowry-related,July,Evening,Ranchi,35.27416278,82.72783791,49,31-50,OBC,Married,Neighbor,Housewife,Graduate
Meghalaya,DOWRY DEATH,2,2007,Dowry-related,September,Night,Kolkata,21.38266136,83.35464043,27,18-30,ST,Married,Stranger,Unemployed,Secondary
Mizoram,DOWRY DEATH,0,2007,Dowry-related,September,Afternoon,Agra,16.53118871,74.13064323,64,51+,SC,Married,Husband,Housewife,Graduate
Nagaland,DOWRY DEATH,0,2007,Dowry-related,July,Night,Bhopal,22.83500774,68.24847638,58,51+,Unknown,Married,Relative,Housewife,Secondary
Odisha,DOWRY DEATH,461,2007,Dowry-related,March,Afternoon,Warangal,34.35276871,70.79937348,47,31-50,SC,Married,Acquaintance,Housewife,Primary
Punjab,DOWRY DEATH,133,2007,Dowry-related,April,Afternoon,Chennai,25.33859308,94.14196586,41,31-50,General,Married,Neighbor,Labourer,Primary
Rajasthan,DOWRY DEATH,439,2007,Dowry-related,October,Afternoon,Kalaburagi,10.45848623,71.65590474,50,31-50,ST,Married,Unknown,Labourer,Primary
Sikkim,DOWRY DEATH,0,2007,Dowry-related,March,Night,Udaipur,28.37554438,87.19702221,51,51+,ST,Widowed,Husband,Unknown,Illiterate
Tamil Nadu,DOWRY DEATH,208,2007,Dowry-related,May,Evening,Chennai,29.86540367,84.45567084,34,31-50,OBC,Married,Stranger,Unemployed,Graduate
Tripura,DOWRY DEATH,36,2007,Dowry-related,January,Night,Nashik,16.49437015,79.96713665,38,31-50,OBC,Married,Neighbor,Unknown,Graduate
Uttar Pradesh,DOWRY DEATH,2076,2007,Dowry-related,November,Morning,Bengaluru,35.71539323,79.46297183,28,18-30,OBC,Unmarried,Relative,Unknown,Graduate
Uttarakhand,DOWRY DEATH,70,2007,Dowry-related,August,Evening,Jalandhar,34.40682646,78.77468065,20,18-30,OBC,Married,Husband,Student,Graduate
West Bengal,DOWRY DEATH,451,2007,Dowry-related,June,Evening,Pune,30.27969147,78.85878315,54,51+,General,Widowed,Stranger,Working Professional,Graduate
A&N Islands,DOWRY DEATH,1,2007,Dowry-related,September,Night,Kota,32.98398781,89.5343177,55,51+,OBC,Widowed,Acquaintance,Housewife,Graduate
Chandigarh,DOWRY DEATH,1,2007,Dowry-related,February,Night,Visakhapatnam,14.78509104,76.1043967,20,18-30,General,Married,Husband,Student,Unknown
D&N Haveli,DOWRY DEATH,0,2007,Dowry-related,December,Afternoon,Dhanbad,10.24478234,81.14591514,20,18-30,SC,Married,Husband,Student,Graduate
Daman & Diu,DOWRY DEATH,1,2007,Dowry-related,September,Morning,Shimla,17.75354657,89.5225966,51,51+,Unknown,Married,Husband,Unemployed,Postgraduate
Delhi UT,DOWRY DEATH,138,2007,Dowry-related,February,Morning,Amritsar,30.48650839,73.52523824,63,51+,ST,Widowed,Stranger,Labourer,Primary
Lakshadweep,DOWRY DEATH,0,2007,Dowry-related,May,Afternoon,Agra,33.10687277,86.04504552,30,18-30,OBC,Married,Relative,Working Professional,Unknown
Puducherry,DOWRY DEATH,2,2007,Dowry-related,February,Evening,Bhubaneswar,16.77747956,70.76537996,24,18-30,OBC,Unmarried,Stranger,Housewife,Primary
ALL INDIA,DOWRY DEATH,8093,2007,Dowry-related,March,Evening,Chennai,28.81642235,83.49437513,20,18-30,General,Unmarried,Husband,Student,Secondary
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4406,2007,Assault & Modesty-related,May,Night,Kota,26.08862707,68.87209624,60,51+,ST,Widowed,Husband,Working Professional,Secondary
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,72,2007,Assault & Modesty-related,August,Morning,Vijayawada,27.01076363,96.90297044,20,18-30,General,Married,Husband,Unknown,Secondary
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,789,2007,Assault & Modesty-related,September,Evening,Lucknow,23.97745108,77.72660394,20,18-30,OBC,Married,Stranger,Student,Graduate
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,853,2007,Assault & Modesty-related,March,Night,Howrah,18.95157994,86.78924947,32,31-50,OBC,Divorced,Husband,Labourer,Secondary
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1549,2007,Assault & Modesty-related,July,Afternoon,Mumbai,11.11159564,87.70161763,20,18-30,SC,Married,Relative,Student,Secondary
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,20,2007,Assault & Modesty-related,February,Night,Warangal,29.60575844,87.22730492,20,18-30,OBC,Widowed,Stranger,Student,Postgraduate
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,822,2007,Assault & Modesty-related,April,Afternoon,Raipur,10.1568299,82.05452586,20,18-30,General,Married,Husband,Student,Unknown
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,417,2007,Assault & Modesty-related,August,Morning,Bhopal,9.567478297,93.66481735,17,<18,General,Unmarried,Relative,Housewife,Primary
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,322,2007,Assault & Modesty-related,June,Morning,Bengaluru,19.39330114,91.22242676,38,31-50,SC,Married,Relative,Unknown,Primary
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,986,2007,Assault & Modesty-related,January,Evening,Dehradun,12.41232519,86.9476366,42,31-50,Unknown,Married,Acquaintance,Housewife,Unknown
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,342,2007,Assault & Modesty-related,July,Night,Cuttack,18.58788202,94.51132165,34,31-50,OBC,Married,Acquaintance,Housewife,Secondary
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1828,2007,Assault & Modesty-related,January,Morning,Cuttack,33.66228686,79.76224231,22,18-30,General,Married,Acquaintance,Housewife,Primary
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2624,2007,Assault & Modesty-related,July,Evening,Indore,30.7846817,80.49792018,44,31-50,Unknown,Married,Husband,Unemployed,Primary
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6772,2007,Assault & Modesty-related,September,Night,Patna,29.93928091,71.73884125,40,31-50,SC,Married,Stranger,Housewife,Secondary
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3306,2007,Assault & Modesty-related,June,Night,Chandigarh,15.84557896,69.18382085,20,18-30,Unknown,Married,Neighbor,Student,Primary
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,70,2007,Assault & Modesty-related,April,Evening,Amritsar,27.3987206,88.22834909,22,18-30,OBC,Married,Neighbor,Unemployed,Primary
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,45,2007,Assault & Modesty-related,July,Night,Bhubaneswar,19.35804776,72.80459103,20,18-30,Unknown,Married,Husband,Student,Secondary
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,66,2007,Assault & Modesty-related,February,Morning,Madurai,8.856083671,93.3523606,20,18-30,General,Married,Husband,Student,Secondary
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,8,2007,Assault & Modesty-related,June,Evening,Madurai,31.03357903,69.53520197,37,31-50,SC,Married,Husband,Housewife,Unknown
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2775,2007,Assault & Modesty-related,April,Morning,Coimbatore,18.4639248,69.97922671,20,18-30,ST,Married,Relative,Student,Secondary
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,427,2007,Assault & Modesty-related,January,Evening,Jodhpur,15.38090686,85.95874497,50,31-50,OBC,Married,Relative,Unknown,Graduate
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2477,2007,Assault & Modesty-related,June,Afternoon,Madurai,35.45501341,86.1550201,17,<18,ST,Unmarried,Acquaintance,Housewife,Graduate
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,13,2007,Assault & Modesty-related,February,Morning,Chennai,25.64397603,89.73063969,47,31-50,SC,Widowed,Stranger,Housewife,Primary
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1540,2007,Assault & Modesty-related,December,Afternoon,Shimla,12.52139248,93.49608758,20,18-30,Unknown,Married,Relative,Student,Graduate
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,244,2007,Assault & Modesty-related,November,Evening,Jodhpur,30.54769462,88.85190362,27,18-30,OBC,Married,Neighbor,Labourer,Primary
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2522,2007,Assault & Modesty-related,June,Night,Lucknow,24.43578319,96.5764117,54,51+,General,Widowed,Husband,Housewife,Unknown
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,146,2007,Assault & Modesty-related,March,Afternoon,Jalandhar,8.217012875,69.34596964,44,31-50,Unknown,Married,Husband,Housewife,Primary
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2281,2007,Assault & Modesty-related,March,Evening,Bengaluru,33.4171335,76.34038009,22,18-30,OBC,Married,Acquaintance,Unemployed,Graduate
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,21,2007,Assault & Modesty-related,January,Afternoon,Dehradun,9.031743034,93.7296138,17,<18,SC,Unmarried,Husband,Unemployed,Graduate
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,32,2007,Assault & Modesty-related,May,Morning,Bengaluru,18.41591752,87.11672237,20,18-30,Unknown,Widowed,Husband,Student,Primary
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,2007,Assault & Modesty-related,August,Evening,Indore,28.26200026,90.96854184,42,31-50,OBC,Married,Relative,Housewife,Postgraduate
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,2007,Assault & Modesty-related,December,Evening,Kota,34.76715702,90.33592054,20,18-30,SC,Married,Stranger,Student,Postgraduate
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,868,2007,Assault & Modesty-related,March,Night,Bhopal,14.66250456,75.59794887,37,31-50,SC,Married,Stranger,Housewife,Primary
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2,2007,Assault & Modesty-related,December,Evening,Nagpur,18.87286626,72.36458762,33,31-50,OBC,Married,Neighbor,Housewife,Primary
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,89,2007,Assault & Modesty-related,August,Morning,Bhubaneswar,10.31884199,74.96960212,56,51+,SC,Married,Stranger,Unknown,Graduate
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,38734,2007,Assault & Modesty-related,August,Evening,Kalaburagi,22.56274185,84.76360107,29,18-30,Unknown,Unmarried,Stranger,Housewife,Primary
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,3316,2007,Assault & Modesty-related,October,Evening,Patna,25.87311668,86.21569134,29,18-30,OBC,Married,Neighbor,Housewife,Graduate
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,1,2007,Assault & Modesty-related,January,Morning,Udaipur,20.21011608,91.30326607,20,18-30,Unknown,Widowed,Stranger,Student,Secondary
Assam,INSULT TO THE MODESTY OF WOMEN,10,2007,Assault & Modesty-related,February,Afternoon,Chennai,15.52459099,87.94128466,20,18-30,SC,Married,Husband,Student,Secondary
Bihar,INSULT TO THE MODESTY OF WOMEN,12,2007,Assault & Modesty-related,January,Afternoon,Madurai,17.81162965,69.01761969,27,18-30,SC,Married,Relative,Housewife,Primary
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,111,2007,Assault & Modesty-related,May,Morning,Ludhiana,10.69488054,94.09502949,15,<18,SC,Unmarried,Relative,Housewife,Graduate
Goa,INSULT TO THE MODESTY OF WOMEN,7,2007,Assault & Modesty-related,April,Afternoon,Ludhiana,33.43983619,79.61969856,20,18-30,General,Divorced,Relative,Student,Secondary
